Kode_Okupasi,Okupasi,Kode_Unit_Kompetensi,Judul_Unit_Kompetensi,Status_UK,Referensi
TIK.INF0706,INSINYUR CLOUD COMPUTING (CLOUD COMPUTING ENGINEER),J.63HOS00.014.2,Menentukan Kebutuhan Pengguna akan Solusi berbasis Cloud,Berlaku,Nomor 102 Tahun 2023
TIK.INF0706,INSINYUR CLOUD COMPUTING (CLOUD COMPUTING ENGINEER),J.63HOS00.018.2,Melakukan Antisipasi Gangguan dan Ancaman terhadap Sistem Cloud,Berlaku,Nomor 102 Tahun 2023
TIK.INF0707,MANAJER PUSAT DATA (DATA CENTER MANAGER),J.631100.001.01,Menetapkan Kebutuhan Pengelolaan pusat data untuk Organisasi,Berlaku,Nomor 45 Tahun 2015
TIK.INF0707,MANAJER PUSAT DATA (DATA CENTER MANAGER),J.631100.002.01,Menetapkan Standar dan Acuan Praktik Terbaik yang akan Dipergunakan,Berlaku,Nomor 45 Tahun 2015
TIK.INF0707,MANAJER PUSAT DATA (DATA CENTER MANAGER),J.631100.003.01,Menetapkan Organisasi Pusat Data,Berlaku,Nomor 45 Tahun 2015
TIK.INF0707,MANAJER PUSAT DATA (DATA CENTER MANAGER),J.631100.004.01,Menyusun Anggaran Pengelolaan Pusat Data,Berlaku,Nomor 45 Tahun 2015
TIK.INF0707,MANAJER PUSAT DATA (DATA CENTER MANAGER),J.631100.005.01,Menyusun Rencana Pemeliharaan Pusat Data,Berlaku,Nomor 45 Tahun 2015
TIK.INF0707,MANAJER PUSAT DATA (DATA CENTER MANAGER),J.631100.006.01,Menyusun Rencana Kapasitas Pusat Data,Berlaku,Nomor 45 Tahun 2015
TIK.INF0707,MANAJER PUSAT DATA (DATA CENTER MANAGER),J.631100.007.01,Mengelola Organisasi Pusat Data,Berlaku,Nomor 45 Tahun 2015
TIK.INF0707,MANAJER PUSAT DATA (DATA CENTER MANAGER),J.631100.008.01,Mengelola Pemasok,Berlaku,Nomor 45 Tahun 2015
TIK.INF0707,MANAJER PUSAT DATA (DATA CENTER MANAGER),J.631100.015.01,Melakukan Pengawasan Pusat Data,Berlaku,Nomor 45 Tahun 2015
TIK.INF0707,MANAJER PUSAT DATA (DATA CENTER MANAGER),J.631100.016.01,Menyusun dan Mengelola Dokumentasi,Berlaku,Nomor 45 Tahun 2015
TIK.INF0707,MANAJER PUSAT DATA (DATA CENTER MANAGER),J.631100.017.01,Melakukan proses audit pusat data,Berlaku,Nomor 45 Tahun 2015
TIK.INF0704,INSINYUR SISTEM (SYSTEM ENGINEER),J.63SAM00.001.2,Mengumpulkan Kebutuhan Pengguna,Berlaku,Nomor 82 Tahun 2017
TIK.INF0704,INSINYUR SISTEM (SYSTEM ENGINEER),J.63SAM00.002.2,Mengidentifikasi System Environment dengan Teknologi yang Sesuai,Berlaku,Nomor 82 Tahun 2017
TIK.INF0704,INSINYUR SISTEM (SYSTEM ENGINEER),J.63SAM00.003.2,Merancang Arsitektur Server Environment,Berlaku,Nomor 82 Tahun 2017
TIK.INF0704,INSINYUR SISTEM (SYSTEM ENGINEER),J.63SAM00.004.2,Merancang Sistem Keamanan Server Environment,Berlaku,Nomor 82 Tahun 2017
TIK.INF0704,INSINYUR SISTEM (SYSTEM ENGINEER),J.63SAM00.005.1,Merancang Skenario Pengujian Server,Berlaku,Nomor 82 Tahun 2017
TIK.INF0704,INSINYUR SISTEM (SYSTEM ENGINEER),J.63SAM00.022.1,Menginvestigasi Kerusakan Sistem,Berlaku,Nomor 82 Tahun 2017
TIK.INF0704,INSINYUR SISTEM (SYSTEM ENGINEER),J.63SAM00.023.1,Memperbaiki Kerusakan Sistem,Berlaku,Nomor 82 Tahun 2017
TIK.INF0704,INSINYUR SISTEM (SYSTEM ENGINEER),J.63SAM00.024.1,Mengevaluasi Sistem untuk Pengembangan Masa Depan,Berlaku,Nomor 82 Tahun 2017
TIK.INF0704,INSINYUR SISTEM (SYSTEM ENGINEER),J.63SAM00.025.2,Melakukan Restore Sistem,Berlaku,Nomor 82 Tahun 2017
TIK.INF0605,TEKNISI JARINGAN KOMPUTER (COMPUTER NETWORK TECHNICIAN),J.611000.001.01,Mengumpulkan Kebutuhan Teknis Pengguna yang Menggunakan Jaringan,Berlaku,
TIK.INF0605,TEKNISI JARINGAN KOMPUTER (COMPUTER NETWORK TECHNICIAN),J.611000.002.01,Mengumpulkan Data Peralatan Jaringan dengan Teknologi yang sesuai,Berlaku,Nomor 321 Tahun 2016
TIK.INF0605,TEKNISI JARINGAN KOMPUTER (COMPUTER NETWORK TECHNICIAN),J.611000.003.02,Merancang Topologi Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0605,TEKNISI JARINGAN KOMPUTER (COMPUTER NETWORK TECHNICIAN),J.611000.004.01,Merancang Pengalamatan Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0605,TEKNISI JARINGAN KOMPUTER (COMPUTER NETWORK TECHNICIAN),J.611000.005.02,Menentukan Spesifikasi Perangkat Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0605,TEKNISI JARINGAN KOMPUTER (COMPUTER NETWORK TECHNICIAN),J.611000.009.02,Memasang Kabel Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0605,TEKNISI JARINGAN KOMPUTER (COMPUTER NETWORK TECHNICIAN),J.611000.012.02,Mengkonfigurasi Switch pada Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0602,ADMINISTRATOR JARINGAN (NETWORK ADMINISTRATOR),J.611000.003.02,Merancang Topologi Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0602,ADMINISTRATOR JARINGAN (NETWORK ADMINISTRATOR),J.611000.006.01,Merancang Keamanan Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0602,ADMINISTRATOR JARINGAN (NETWORK ADMINISTRATOR),J.611000.014.02,Mengkonfigurasi Routing pada Perangkat Jaringan antar Autonomous System,Berlaku,Nomor 321 Tahun 2016
TIK.INF0602,ADMINISTRATOR JARINGAN (NETWORK ADMINISTRATOR),J.611000.015.01,Memonitor Keamanan dan Pengaturan Akun Pengguna dalam Jaringan Komputer,Berlaku,Nomor 321 Tahun 2016
TIK.INF0602,ADMINISTRATOR JARINGAN (NETWORK ADMINISTRATOR),J.611000.016.02,Mengatasi Serangan pada Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0602,ADMINISTRATOR JARINGAN (NETWORK ADMINISTRATOR),J.611000.017.01,Mengidentifikasi Sumber Kerusakan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0602,ADMINISTRATOR JARINGAN (NETWORK ADMINISTRATOR),J.611000.018.01,Memperbaiki Kerusakan Konfigurasi Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0602,ADMINISTRATOR JARINGAN (NETWORK ADMINISTRATOR),J.611000.020.01,Mengoptimalkan Kinerja Sistem Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0602,ADMINISTRATOR JARINGAN (NETWORK ADMINISTRATOR),J.611000.021.02,Memelihara Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0602,ADMINISTRATOR JARINGAN (NETWORK ADMINISTRATOR),J.611000.022.01,Melakukan Backup dan Restore Konfigurasi Perangkat Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0603,ADMINISTRATOR SISTEM (SYSTEM ADMINISTRATOR),J.63SAM00.001.2,Mengumpulkan Kebutuhan Pengguna,Berlaku,Nomor 82 Tahun 2017
TIK.INF0603,ADMINISTRATOR SISTEM (SYSTEM ADMINISTRATOR),J.63SAM00.002.2,Mengidentifikasi system environment dengan teknologi yang sesuai,Berlaku,
TIK.INF0603,ADMINISTRATOR SISTEM (SYSTEM ADMINISTRATOR),J.63SAM00.003.2,Merancang arsitektur server environment,Berlaku,
TIK.INF0603,ADMINISTRATOR SISTEM (SYSTEM ADMINISTRATOR),J.63SAM00.004.2,Merancang Sistem Keamanan Server Environment,Berlaku,Nomor 82 Tahun 2017
TIK.INF0603,ADMINISTRATOR SISTEM (SYSTEM ADMINISTRATOR),J.63SAM00.005.1,Merancang Skenario Pengujian Server,Berlaku,Nomor 82 Tahun 2017
TIK.INF0603,ADMINISTRATOR SISTEM (SYSTEM ADMINISTRATOR),J.63SAM00.006.1,Menginstall Sistem Operasi Server,Berlaku,Nomor 82 Tahun 2017
TIK.INF0603,ADMINISTRATOR SISTEM (SYSTEM ADMINISTRATOR),J.63SAM00.007.2,Meng-install Sumber Daya Berbagi Pakai pada Server Environment,Berlaku,Nomor 82 Tahun 2017
TIK.INF0603,ADMINISTRATOR SISTEM (SYSTEM ADMINISTRATOR),J.63SAM00.008.1,Meng-upgrade server,Berlaku,
TIK.INF0603,ADMINISTRATOR SISTEM (SYSTEM ADMINISTRATOR),J.63SAM00.009.1,Memigrasi Server,Berlaku,Nomor 82 Tahun 2017
TIK.INF0603,ADMINISTRATOR SISTEM (SYSTEM ADMINISTRATOR),J.63SAM00.010.1,Meng-install Virtual Server,Berlaku,Nomor 82 Tahun 2017
TIK.INF0603,ADMINISTRATOR SISTEM (SYSTEM ADMINISTRATOR),J.63SAM00.011.2,Meng-install Common Network Services pada Server,Berlaku,Nomor 82 Tahun 2017
TIK.INF0603,ADMINISTRATOR SISTEM (SYSTEM ADMINISTRATOR),J.63SAM00.012.2,Meng-install Common Application Services pada Server,Berlaku,Nomor 82 Tahun 2017
TIK.INF0603,ADMINISTRATOR SISTEM (SYSTEM ADMINISTRATOR),J.63SAM00.013.1,Mengkonfigurasi Sistem Operasi Server,Berlaku,Nomor 82 Tahun 2017
TIK.INF0603,ADMINISTRATOR SISTEM (SYSTEM ADMINISTRATOR),J.63SAM00.014.2,Mengkonfigurasi Common Network Services pada Server,Berlaku,Nomor 82 Tahun 2017
TIK.INF0603,ADMINISTRATOR SISTEM (SYSTEM ADMINISTRATOR),J.63SAM00.015.2,Mengkonfigurasi Common Application Services pada Server,Berlaku,Nomor 82 Tahun 2017
TIK.INF0603,ADMINISTRATOR SISTEM (SYSTEM ADMINISTRATOR),J.63SAM00.016.1,Mengkonfigurasi Virtual Server,Berlaku,Nomor 82 Tahun 2017
TIK.INF0603,ADMINISTRATOR SISTEM (SYSTEM ADMINISTRATOR),J.63SAM00.017.2,Membuat Kode Program untuk Keperluan Administrasi Sistem,Berlaku,Nomor 82 Tahun 2017
TIK.INF0603,ADMINISTRATOR SISTEM (SYSTEM ADMINISTRATOR),J.63SAM00.018.2,Mengimplementasikan Keamanan Sistem Server,Berlaku,Nomor 82 Tahun 2017
TIK.INF0603,ADMINISTRATOR SISTEM (SYSTEM ADMINISTRATOR),J.63SAM00.019.1,Memantau Ketersediaan Sistem,Berlaku,Nomor 82 Tahun 2017
TIK.INF0603,ADMINISTRATOR SISTEM (SYSTEM ADMINISTRATOR),J.63SAM00.020.1,Memantau Kinerja Sistem,Berlaku,Nomor 82 Tahun 2017
TIK.INF0603,ADMINISTRATOR SISTEM (SYSTEM ADMINISTRATOR),J.63SAM00.021.2,Memantau Keamanan Sistem,Berlaku,Nomor 82 Tahun 2017
TIK.INF0603,ADMINISTRATOR SISTEM (SYSTEM ADMINISTRATOR),J.63SAM00.022.1,Menginvestigasi Kerusakan Sistem,Berlaku,Nomor 82 Tahun 2017
TIK.INF0603,ADMINISTRATOR SISTEM (SYSTEM ADMINISTRATOR),J.63SAM00.023.1,Memperbaiki Kerusakan Sistem,Berlaku,Nomor 82 Tahun 2017
TIK.INF0603,ADMINISTRATOR SISTEM (SYSTEM ADMINISTRATOR),J.63SAM00.024.1,Mengevaluasi Sistem untuk Pengembangan Masa Depan,Berlaku,Nomor 82 Tahun 2017
TIK.INF0603,ADMINISTRATOR SISTEM (SYSTEM ADMINISTRATOR),J.63SAM00.025.2,Melakukan Restore Sistem,Berlaku,Nomor 82 Tahun 2017
TIK.INF0604,DESAINER JARINGAN (NETWORK DESIGNER),J.611000.001.01,Mengumpulkan Kebutuhan Teknis Pengguna yang Menggunakan Jaringan,Berlaku,
TIK.INF0604,DESAINER JARINGAN (NETWORK DESIGNER),J.611000.002.01,Mengumpulkan Data Peralatan Jaringan dengan Teknologi yang sesuai,Berlaku,Nomor 321 Tahun 2016
TIK.INF0604,DESAINER JARINGAN (NETWORK DESIGNER),J.611000.003.02,Merancang Topologi Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0604,DESAINER JARINGAN (NETWORK DESIGNER),J.611000.004.01,Merancang Pengalamatan Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0604,DESAINER JARINGAN (NETWORK DESIGNER),J.611000.006.01,Merancang Keamanan Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0604,DESAINER JARINGAN (NETWORK DESIGNER),J.611000.007.02,Merancang Pemulihan Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0604,DESAINER JARINGAN (NETWORK DESIGNER),J.611000.011.02,Memasang Perangkat Jaringan ke dalam Sistem Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0604,DESAINER JARINGAN (NETWORK DESIGNER),J.611000.012.02,Mengkonfigurasi Switch pada Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0604,DESAINER JARINGAN (NETWORK DESIGNER),J.611000.013.02,Mengkonfigurasi Routing pada Perangkat Jaringan dalam Satu Autonomous System,Berlaku,Nomor 321 Tahun 2016
TIK.INF0604,DESAINER JARINGAN (NETWORK DESIGNER),J.611000.014.02,Mengkonfigurasi Routing pada Perangkat Jaringan antar Autonomous System,Berlaku,Nomor 321 Tahun 2016
TIK.INF0604,DESAINER JARINGAN (NETWORK DESIGNER),J.611000.024.01,Mengevaluasi Jaringan Komputer untuk Pengembangan Masa Depan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0606,PENGEMBANG CLOUD COMPUTING (CLOUD COMPUTING DEVELOPER),J.63HOS00.008.2,Membangun Virtualisasi Sesuai Kebutuhan Organisasi pada Public/Private/Hybrid/ Sovereign Cloud,Berlaku,Nomor 102 Tahun 2023
TIK.INF0606,PENGEMBANG CLOUD COMPUTING (CLOUD COMPUTING DEVELOPER),J.63HOS00.010.2,Membangun Topologi Jaringan,Berlaku,Nomor 102 Tahun 2023
TIK.INF0606,PENGEMBANG CLOUD COMPUTING (CLOUD COMPUTING DEVELOPER),J.63HOS00.011.1,Mengimplementasi Layanan Cloud yang Spesifik,Berlaku,Nomor 102 Tahun 2023
TIK.INF0606,PENGEMBANG CLOUD COMPUTING (CLOUD COMPUTING DEVELOPER),J.63HOS00.013.2,Menerapkan Rancangan Adaptasi untuk Deployment di Sistem Cloud,Berlaku,Nomor 102 Tahun 2023
TIK.INF0606,PENGEMBANG CLOUD COMPUTING (CLOUD COMPUTING DEVELOPER),J.63HOS00.019.2,Mengelola Insiden pada Sistem Cloud,Berlaku,Nomor 102 Tahun 2023
TIK.INF0606,PENGEMBANG CLOUD COMPUTING (CLOUD COMPUTING DEVELOPER),J.63HOS00.015.2,"Mengelola Aktivitas Rutin pada IaaS, PaaS, dan SaaS",Berlaku,Nomor 102 Tahun 2023
TIK.INF0607,ADMINISTRATOR FASILITAS PUSAT DATA (DATA CENTER FACILITY ADMINISTRATOR),J.591200.005.01,Menjalin Kerjasama dengan Pihak Luar/Client,Berlaku,Nomor 118 Tahun 2014
TIK.INF0607,ADMINISTRATOR FASILITAS PUSAT DATA (DATA CENTER FACILITY ADMINISTRATOR),J.631100.014.01,Mengelola Kegiatan Perawatan Pusat Data,Berlaku,Nomor 45 Tahun 2015
TIK.INF0607,ADMINISTRATOR FASILITAS PUSAT DATA (DATA CENTER FACILITY ADMINISTRATOR),KOM.PR01.007.01,Melaksanakan koordinasi lintas fungsi dalam organisasi,Dicabut,Nomor 39 Tahun 2008
TIK.INF0607,ADMINISTRATOR FASILITAS PUSAT DATA (DATA CENTER FACILITY ADMINISTRATOR),TIK.MM01.003.01,"Memeriksa, Merawat dan Memperbaiki Peralatan",Dicabut,Nomor 115 Tahun 2007
TIK.INF0607,ADMINISTRATOR FASILITAS PUSAT DATA (DATA CENTER FACILITY ADMINISTRATOR),TIK.TS01.002.01,Melakukan Komunikasi yang baik ditempat kerja (Communication Capability),Dicabut,Nomor 114 Tahun 2008
TIK.INF0608,ARSITEK PERANGKAT (DEVICE ARCHITECT),J.61IOT01.006.1,Membuat Analisis Sistem dan Flow Aplikasi IoT,Berlaku,Nomor 300 Tahun 2020
TIK.INF0608,ARSITEK PERANGKAT (DEVICE ARCHITECT),J.61IOT01.020.1,Mendeteksi Potensi Terjadinya Gangguan Saat Implementasi Perangkat IoT (Device),Berlaku,Nomor 300 Tahun 2020
TIK.INF0601,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT (HARDWARE INSTALLATION AND MAINTENANCE OFFICER),J.63SAM00.006.1,Menginstall Sistem Operasi Server,Berlaku,Nomor 82 Tahun 2017
TIK.INF0601,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT (HARDWARE INSTALLATION AND MAINTENANCE OFFICER),J.620900.004.02,Merancang Spesifikasi Sesuai dengan Fungsi dan Kebutuhan Pengguna,Berlaku,Nomor 285 Tahun 2016
TIK.INF0601,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT (HARDWARE INSTALLATION AND MAINTENANCE OFFICER),J.620900.005.02,Merencanakan Perawatan Komputer dan Peralatan Penunjang,Berlaku,Nomor 285 Tahun 2016
TIK.INF0601,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT (HARDWARE INSTALLATION AND MAINTENANCE OFFICER),J.620900.030.02,Melakukan Setting untuk Optimasi Sistem,Berlaku,Nomor 285 Tahun 2016
TIK.INF0601,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT (HARDWARE INSTALLATION AND MAINTENANCE OFFICER),J.620900.003.02,Merumuskan Kebutuhan Pengguna,Berlaku,Nomor 285 Tahun 2016
TIK.INF0601,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT (HARDWARE INSTALLATION AND MAINTENANCE OFFICER),J.62090.011.01,Menerapkan Standar-Standar Keamanan Informasi yang Berlaku,Dicabut,Nomor 55 Tahun 2015
TIK.INF0601,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT (HARDWARE INSTALLATION AND MAINTENANCE OFFICER),J.620200.015.01,Memfinalisasikan Arsitektur Teknologi,Berlaku,Nomor 90 Tahun 2015
TIK.INF0609,ARSITEK JARINGAN (NETWORK ARCHITECT),J.61IOT01.006.1,Membuat Analisis Sistem dan Flow Aplikasi IoT,Berlaku,Nomor 300 Tahun 2020
TIK.INF0609,ARSITEK JARINGAN (NETWORK ARCHITECT),J.61IOT01.020.1,Mendeteksi Potensi Terjadinya Gangguan Saat Implementasi Perangkat IoT (Device),Berlaku,Nomor 300 Tahun 2020
TIK.INF0610,ARSITEK PLATFORM (PLATFORM ARCHITECT),J.61IOT01.006.1,Membuat Analisis Sistem dan Flow Aplikasi IoT,Berlaku,Nomor 300 Tahun 2020
TIK.INF0610,ARSITEK PLATFORM (PLATFORM ARCHITECT),J.61IOT01.020.1,Mendeteksi Potensi Terjadinya Gangguan Saat Implementasi Perangkat IoT (Device),Berlaku,Nomor 300 Tahun 2020
TIK.INF0611,ANALIS KEAMANAN JARINGAN (NETWORK SECURITY ANALYST),J.62090.005.01,Menyusun Dokumen Kebijakan Keamanan Informasi,Dicabut,Nomor 55 Tahun 2015
TIK.INF0611,ANALIS KEAMANAN JARINGAN (NETWORK SECURITY ANALYST),J.62090.006.01,Melaksanakan Kebijakan Keamanan Informasi,Dicabut,Nomor 55 Tahun 2015
TIK.INF0611,ANALIS KEAMANAN JARINGAN (NETWORK SECURITY ANALYST),J.62090.025.01,Mengelola Sistem Pertahanan dan Perlindungan Keamanan Informasi,Dicabut,Nomor 55 Tahun 2015
TIK.INF0611,ANALIS KEAMANAN JARINGAN (NETWORK SECURITY ANALYST),J.62090.026.01,Menyediakan Dukungan Keamanan Bagi Pengguna,Dicabut,Nomor 55 Tahun 2015
TIK.INF0611,ANALIS KEAMANAN JARINGAN (NETWORK SECURITY ANALYST),J.62090.029.01,Mengelola Perimeter Keamanan,Dicabut,Nomor 55 Tahun 2015
TIK.INF0611,ANALIS KEAMANAN JARINGAN (NETWORK SECURITY ANALYST),J.62090.032.01,Menerapkan kontrol akses berdasarkan konsep/metodologi yang telah ditetapkan,Dicabut,Nomor 55 Tahun 2015
TIK.INF0611,ANALIS KEAMANAN JARINGAN (NETWORK SECURITY ANALYST),J.62090.034.01,Mengkaji Efektivitas Penerapan Kontrol Akses,Dicabut,Nomor 55 Tahun 2015
TIK.INF0611,ANALIS KEAMANAN JARINGAN (NETWORK SECURITY ANALYST),J.62090.035.01,Mengelola Siklus Pemberian Akses,Dicabut,Nomor 55 Tahun 2015
TIK.INF0611,ANALIS KEAMANAN JARINGAN (NETWORK SECURITY ANALYST),J.62090.036.01,Melaksanakan Uji Coba Sistem Pertahanan Keamanan Informasi,Dicabut,Nomor 55 Tahun 2015
TIK.INF0611,ANALIS KEAMANAN JARINGAN (NETWORK SECURITY ANALYST),J.62090.037.01,Mendeteksi Kerentanan (Vulnerability) Keamanan dan Potensi Pelanggaran,Dicabut,Nomor 55 Tahun 2015
TIK.INF0611,ANALIS KEAMANAN JARINGAN (NETWORK SECURITY ANALYST),J.62090.038.01,Melaksanakan Evaluasi Kelemahan (Vulnerability) Keamanan,Dicabut,Nomor 55 Tahun 2015
TIK.INF0611,ANALIS KEAMANAN JARINGAN (NETWORK SECURITY ANALYST),J.62090.043.01,Mengimplementasikan Manajemen Perbaikan/Respon yang Terkait dengan Keamanan Informasi,Dicabut,Nomor 55 Tahun 2015
TIK.INF0612,ARSITEK KEAMANAN IoT (IoT SECURITY ARCHITECT),J.61IOT01.006.1,Membuat Analisis Sistem dan Flow Aplikasi IoT,Berlaku,Nomor 300 Tahun 2020
TIK.INF0612,ARSITEK KEAMANAN IoT (IoT SECURITY ARCHITECT),J.61IOT01.020.1,Mendeteksi Potensi Terjadinya Gangguan Saat Implementasi Perangkat IoT (Device),Berlaku,Nomor 300 Tahun 2020
TIK.INF0613,ARSITEK APLIKASI (APPLICATION ARCHITECT),J.61IOT01.006.1,Membuat Analisis Sistem dan Flow Aplikasi IoT,Berlaku,Nomor 300 Tahun 2020
TIK.INF0613,ARSITEK APLIKASI (APPLICATION ARCHITECT),J.61IOT01.020.1,Mendeteksi Potensi Terjadinya Gangguan Saat Implementasi Perangkat IoT (Device),Berlaku,Nomor 300 Tahun 2020
TIK.INF0510,INSINYUR KEAMANAN MUDA (ASSOCIATE SECURITY ENGINEER),J.61IOT01.010.1,Menguji Coba Aplikasi IoT,Berlaku,Nomor 300 Tahun 2020
TIK.INF0510,INSINYUR KEAMANAN MUDA (ASSOCIATE SECURITY ENGINEER),J.61IOT01.019.1,Melakukan Instalasi Firmware pada Perangkat (Device) Secara Over The Air (OTA),Berlaku,Nomor 300 Tahun 2020
TIK.INF0508,TEKNISI PUSAT DATA MUDA (ASSOCIATE DATA CENTER TECHNICIAN),J.631100.004.01,Menyusun Anggaran Pengelolaan Pusat Data,Berlaku,Nomor 45 Tahun 2015
TIK.INF0508,TEKNISI PUSAT DATA MUDA (ASSOCIATE DATA CENTER TECHNICIAN),J.631100.005.01,Menyusun Rencana Pemeliharaan Pusat Data,Berlaku,Nomor 45 Tahun 2015
TIK.INF0508,TEKNISI PUSAT DATA MUDA (ASSOCIATE DATA CENTER TECHNICIAN),J.631100.009.01,Mengelola Keselamatan Kerja,Berlaku,Nomor 45 Tahun 2015
TIK.INF0508,TEKNISI PUSAT DATA MUDA (ASSOCIATE DATA CENTER TECHNICIAN),J.631100.010.01,Mengelola Keamanan Fisik Pusat Data,Berlaku,Nomor 45 Tahun 2015
TIK.INF0508,TEKNISI PUSAT DATA MUDA (ASSOCIATE DATA CENTER TECHNICIAN),J.631100.011.01,Mengelola Kegiatan Operasi Pusat Data Harian,Berlaku,Nomor 45 Tahun 2015
TIK.INF0508,TEKNISI PUSAT DATA MUDA (ASSOCIATE DATA CENTER TECHNICIAN),J.631100.012.01,Mengelola Kegiatan Pembersihan Pusat Data,Berlaku,Nomor 45 Tahun 2015
TIK.INF0508,TEKNISI PUSAT DATA MUDA (ASSOCIATE DATA CENTER TECHNICIAN),J.631100.013.01,Mengelola Siklus Hidup Peralatan dan Perangkat Pusat Data,Berlaku,Nomor 45 Tahun 2015
TIK.INF0508,TEKNISI PUSAT DATA MUDA (ASSOCIATE DATA CENTER TECHNICIAN),J.631100.014.01,Mengelola Kegiatan Perawatan Pusat Data,Berlaku,Nomor 45 Tahun 2015
TIK.INF0508,TEKNISI PUSAT DATA MUDA (ASSOCIATE DATA CENTER TECHNICIAN),J.631100.015.01,Melakukan Pengawasan Pusat Data,Berlaku,Nomor 45 Tahun 2015
TIK.INF0508,TEKNISI PUSAT DATA MUDA (ASSOCIATE DATA CENTER TECHNICIAN),J.631100.016.01,Menyusun dan Mengelola Dokumentasi,Berlaku,Nomor 45 Tahun 2015
TIK.INF0508,TEKNISI PUSAT DATA MUDA (ASSOCIATE DATA CENTER TECHNICIAN),J.631100.017.01,Melakukan Proses Audit Secara Berkala,Berlaku,Nomor 45 Tahun 2015
TIK.INF0507,INSINYUR PLATFORM MUDA (ASSOCIATE PLATFORM ENGINEER),J.61IOT01.010.1,Menguji Coba Aplikasi IoT,Berlaku,Nomor 300 Tahun 2020
TIK.INF0507,INSINYUR PLATFORM MUDA (ASSOCIATE PLATFORM ENGINEER),J.61IOT01.019.1,Melakukan Instalasi Firmware pada Perangkat (Device) Secara Over The Air (OTA),Berlaku,Nomor 300 Tahun 2020
TIK.INF0511,INSINYUR APLIKASI MUDA (ASSOCIATE APPLICATION ENGINEER),J.61IOT01.010.1,Menguji Coba Aplikasi IoT,Berlaku,Nomor 300 Tahun 2020
TIK.INF0511,INSINYUR APLIKASI MUDA (ASSOCIATE APPLICATION ENGINEER),J.61IOT01.019.1,Melakukan Instalasi Firmware pada Perangkat (Device) Secara Over The Air (OTA),Berlaku,Nomor 300 Tahun 2020
TIK.INF0501,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS MUDA (ASSOCIATE HARDWARE INSTALLATION AND MAINTENANCE),J.620900.003.02,Merumuskan Kebutuhan Pengguna,Berlaku,Nomor 285 Tahun 2016
TIK.INF0501,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS MUDA (ASSOCIATE HARDWARE INSTALLATION AND MAINTENANCE),J.620900.017.02,Memperbaiki CPU,Berlaku,Nomor 285 Tahun 2016
TIK.INF0501,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS MUDA (ASSOCIATE HARDWARE INSTALLATION AND MAINTENANCE),J.620900.018.02,Memperbaiki Keyboard,Berlaku,Nomor 285 Tahun 2016
TIK.INF0501,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS MUDA (ASSOCIATE HARDWARE INSTALLATION AND MAINTENANCE),J.620900.020.02,Memperbaiki Monitor,Berlaku,Nomor 285 Tahun 2016
TIK.INF0501,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS MUDA (ASSOCIATE HARDWARE INSTALLATION AND MAINTENANCE),J.620900.028.02,Mencegah Komputer dari Serangan Berbagai Jenis Virus,Berlaku,Nomor 285 Tahun 2016
TIK.INF0501,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS MUDA (ASSOCIATE HARDWARE INSTALLATION AND MAINTENANCE),J.620900.027.02,Melakukan Recovery Data,Berlaku,Nomor 285 Tahun 2016
